name,rating,Goals_percentile,Shots_percentile,Shots on target_percentile,Assists_percentile,Accurate passes_percentile,Pass accuracy_percentile,Accurate long balls_percentile,Long ball accuracy_percentile,Chances created_percentile,Successful crosses_percentile,Cross accuracy_percentile,Dribbles_percentile,Dribbles success rate_percentile,Touches_percentile,Touches in opposition box_percentile,Dispossessed_percentile,Fouls won_percentile,Tackles won_percentile,Tackles won %_percentile,Duels won_percentile,Duels won %_percentile,Aerials won_percentile,Aerials won %_percentile,Interceptions_percentile,Blocked scoring attempt_percentile,Fouls committed_percentile,Recoveries_percentile,Possession won final 3rd_percentile,Dribbled past_percentile,Yellow cards_percentile,Red cards_percentile,Penalty goals_percentile,Penalties awarded_percentile,Penalties conceded_percentile
Kyle Edwards,7.07,100,100,98.0392156862745,0,5.88235294117647,2.941176470588235,39.21568627450981,51.9607843137255,70.58823529411765,NA,NA,44.11764705882353,60.78431372549019,21.568627450980394,97.05882352941175,83.33333333333334,71.56862745098039,42.15686274509804,11.76470588235294,98.0392156862745,82.35294117647058,100,86.27450980392157,72.54901960784314,91.17647058823528,70.58823529411765,17.647058823529413,47.05882352941176,65.68627450980392,46.07843137254902,100,100,NA,NA
Sean Suber,7.07,0,79.16666666666666,57.291666666666664,0,81.25,42.70833333333333,79.16666666666666,35.41666666666667,63.541666666666664,83.33333333333334,96.875,68.75,78.125,84.375,61.458333333333336,20.833333333333336,5.208333333333334,57.291666666666664,60.416666666666664,38.54166666666667,66.66666666666666,56.25,67.70833333333334,17.708333333333336,87.5,4.166666666666666,62.5,68.75,23.958333333333336,76.04166666666666,100,NA,NA,NA
Keegan Tingey,7.07,84.84848484848484,81.81818181818183,89.39393939393939,0,69.6969696969697,56.060606060606055,83.33333333333334,62.121212121212125,22.727272727272727,39.39393939393939,60.60606060606061,56.060606060606055,86.36363636363636,48.48484848484848,80.3030303030303,89.39393939393939,9.090909090909092,9.090909090909092,13.636363636363637,19.696969696969695,36.36363636363637,74.24242424242425,48.48484848484848,15.151515151515152,74.24242424242425,13.636363636363637,54.54545454545454,96.96969696969695,22.727272727272727,66.66666666666666,100,96.96969696969695,92.42424242424242,NA
Ryan Doghman,7.07,72.72727272727273,78.78787878787878,86.36363636363636,89.39393939393939,25.75757575757576,33.33333333333333,30.303030303030305,51.51515151515152,83.33333333333334,66.66666666666666,72.72727272727273,75.75757575757575,74.24242424242425,15.151515151515152,84.84848484848484,54.54545454545454,33.33333333333333,39.39393939393939,56.060606060606055,21.21212121212121,56.060606060606055,9.090909090909092,12.12121212121212,50,59.09090909090909,28.78787878787879,74.24242424242425,NA,84.84848484848484,100,4.545454545454546,NA,NA,NA
Nathan Dossantos,7.04,0,22.727272727272727,NA,0,68.18181818181817,81.81818181818183,22.727272727272727,22.727272727272727,36.36363636363637,31.818181818181817,37.878787878787875,46.96969696969697,84.84848484848484,43.93939393939394,56.060606060606055,69.6969696969697,57.57575757575758,51.51515151515152,86.36363636363636,71.21212121212122,83.33333333333334,90.9090909090909,87.87878787878788,27.27272727272727,54.54545454545454,53.03030303030303,34.84848484848485,NA,46.96969696969697,45.45454545454545,100,NA,93.93939393939394,NA
Pedro Dolabella,7.02,94.53125,73.4375,85.15625,78.125,17.1875,3.90625,8.59375,10.15625,48.4375,43.75,49.21875,59.375,53.125,15.625,87.5,68.75,75.78125,25,32.03125,87.5,17.1875,96.09375,21.875,29.6875,74.21875,74.21875,60.15625,32.8125,48.4375,40.625,100,NA,NA,NA
Luiz Fernando Nascimento,7.02,83.33333333333334,49.01960784313725,76.47058823529412,49.01960784313725,63.725490196078425,74.50980392156863,44.11764705882353,42.15686274509804,45.09803921568628,73.52941176470588,85.29411764705883,71.56862745098039,90.19607843137256,50.98039215686274,71.56862745098039,57.84313725490197,30.392156862745097,37.25490196078432,11.76470588235294,29.411764705882355,55.88235294117647,14.705882352941178,24.509803921568626,42.15686274509804,15.68627450980392,73.52941176470588,42.15686274509804,55.88235294117647,67.64705882352942,36.27450980392157,100,NA,NA,NA
Bolu Akinyode,7.02,0,36.45833333333333,42.70833333333333,0,19.791666666666664,32.29166666666667,23.958333333333336,23.958333333333336,29.166666666666668,NA,NA,73.95833333333334,80.20833333333334,20.833333333333336,61.458333333333336,55.208333333333336,76.04166666666666,92.70833333333334,20.833333333333336,91.66666666666666,93.75,54.166666666666664,73.95833333333334,48.95833333333333,56.25,44.79166666666667,78.125,NA,18.75,61.458333333333336,100,NA,94.79166666666666,16.666666666666664
Clay Holstad,7.01,80.46875,64.0625,73.4375,58.59375,83.59375,67.1875,88.28125,62.5,56.25,58.59375,52.34375,75.78125,68.75,89.84375,53.90625,54.6875,38.28125,64.84375,88.28125,43.75,45.3125,57.8125,35.9375,39.0625,71.09375,25.78125,89.84375,78.90625,23.4375,28.90625,100,NA,NA,NA
Boubacar Diallo,7.01,0,67.96875,61.71875,0,14.84375,18.75,59.375,39.84375,24.21875,NA,NA,78.125,84.375,9.375,37.5,38.28125,50.78125,46.875,12.5,76.5625,67.1875,80.46875,73.4375,70.3125,82.8125,52.34375,77.34375,73.4375,25,52.34375,100,NA,NA,3.90625
Maxi Rodriguez,7.01,81.25,96.09375,96.875,60.15625,46.09375,25,60.9375,46.09375,60.15625,78.125,79.6875,60.15625,66.40625,59.375,81.25,25,52.34375,39.84375,57.03125,46.875,41.40625,66.40625,35.15625,73.4375,81.25,21.875,47.65625,88.28125,21.09375,70.3125,100,96.09375,NA,NA
Maalique Foster,7,63.725490196078425,69.6078431372549,46.07843137254902,74.50980392156863,40.19607843137255,67.64705882352942,66.66666666666666,46.07843137254902,73.52941176470588,32.35294117647059,23.52941176470588,82.35294117647058,52.94117647058824,38.23529411764706,93.1372549019608,40.19607843137255,64.70588235294117,16.666666666666664,9.803921568627452,48.03921568627451,68.62745098039215,11.76470588235294,45.09803921568628,59.80392156862745,58.82352941176471,19.607843137254903,46.07843137254902,64.70588235294117,71.56862745098039,50.98039215686274,100,NA,89.2156862745098,NA
Kyle Scott,7,38.23529411764706,17.647058823529413,18.62745098039216,0,100,98.0392156862745,100,88.23529411764706,33.33333333333333,28.431372549019606,97.05882352941175,48.03921568627451,93.1372549019608,97.05882352941175,2.941176470588235,74.50980392156863,72.54901960784314,73.52941176470588,47.05882352941176,51.9607843137255,73.52941176470588,21.568627450980394,73.52941176470588,94.11764705882352,22.54901960784314,57.84313725490197,87.25490196078431,46.07843137254902,0.9803921568627452,16.666666666666664,100,NA,NA,NA
Lewis Hilton,7,0,48.4375,NA,96.875,87.5,53.90625,96.875,46.09375,92.1875,92.96875,80.46875,18.75,53.125,89.0625,10.15625,67.1875,53.125,36.71875,25,18.75,87.5,18.75,35.9375,NA,42.96875,6.25,50.78125,NA,67.96875,67.96875,100,NA,NA,NA
Arturo Ordonez,6.99,0,38.54166666666667,46.875,0,28.125,53.125,39.58333333333333,57.291666666666664,NA,NA,NA,36.45833333333333,100,15.625,35.41666666666667,61.458333333333336,40.625,23.958333333333336,100,44.79166666666667,27.083333333333332,77.08333333333334,42.70833333333333,97.91666666666666,NA,77.08333333333334,22.916666666666664,73.95833333333334,63.541666666666664,35.41666666666667,100,NA,NA,NA
Talen Maples,6.99,89.58333333333334,26.041666666666668,57.291666666666664,0,96.875,96.875,87.5,92.70833333333334,63.541666666666664,NA,NA,58.333333333333336,36.45833333333333,97.91666666666666,26.041666666666668,20.833333333333336,35.41666666666667,40.625,43.75,8.333333333333332,13.541666666666666,6.25,11.458333333333332,32.29166666666667,NA,34.375,85.41666666666666,68.75,81.25,39.58333333333333,100,100,NA,NA
Amadou Dia,6.99,89.84375,41.40625,71.09375,67.96875,8.59375,14.84375,11.71875,6.25,55.46875,82.8125,73.4375,21.875,81.25,12.5,82.8125,85.9375,65.625,18.75,24.21875,41.40625,78.125,68.75,57.8125,95.3125,65.625,41.40625,32.8125,53.125,74.21875,39.0625,100,NA,NA,NA
Damian Rivera,6.99,85.29411764705883,65.68627450980392,77.45098039215686,0,9.803921568627452,38.23529411764706,9.803921568627452,51.9607843137255,50,59.80392156862745,63.725490196078425,94.11764705882352,84.31372549019608,11.76470588235294,88.23529411764706,44.11764705882353,36.27450980392157,27.450980392156865,34.31372549019608,67.64705882352942,61.76470588235294,31.37254901960784,45.09803921568628,63.725490196078425,88.23529411764706,47.05882352941176,41.17647058823529,83.33333333333334,27.450980392156865,53.92156862745098,100,NA,NA,NA
Stephen Turnbull,6.99,0,72.72727272727273,NA,96.96969696969695,28.78787878787879,18.181818181818183,16.666666666666664,40.909090909090914,48.48484848484848,65.15151515151516,78.78787878787878,72.72727272727273,42.42424242424242,34.84848484848485,81.81818181818183,21.21212121212121,75.75757575757575,59.09090909090909,40.909090909090914,92.42424242424242,77.27272727272727,93.93939393939394,71.21212121212122,18.181818181818183,95.45454545454544,40.909090909090914,39.39393939393939,NA,86.36363636363636,100,100,NA,NA,NA
Will Seymore,6.99,77.27272727272727,80.3030303030303,40.909090909090914,72.72727272727273,84.84848484848484,80.3030303030303,57.57575757575758,72.72727272727273,62.121212121212125,22.727272727272727,43.93939393939394,50,42.42424242424242,69.6969696969697,75.75757575757575,74.24242424242425,84.84848484848484,6.0606060606060606,15.151515151515152,57.57575757575758,54.54545454545454,72.72727272727273,72.72727272727273,72.72727272727273,86.36363636363636,80.3030303030303,51.51515151515152,42.42424242424242,21.21212121212121,21.21212121212121,100,NA,NA,NA
Beto Ydrach,6.98,0,70.83333333333334,84.375,83.33333333333334,44.79166666666667,3.125,64.58333333333334,21.875,79.16666666666666,78.125,75,66.66666666666666,75,77.08333333333334,70.83333333333334,7.291666666666667,53.125,61.458333333333336,31.25,86.45833333333334,41.66666666666667,89.58333333333334,45.83333333333333,89.58333333333334,NA,55.208333333333336,96.875,78.125,27.083333333333332,27.083333333333332,100,NA,NA,NA
Miles Lyons,6.98,0,28.78787878787879,75.75757575757575,95.45454545454544,15.151515151515152,30.303030303030305,25.75757575757576,45.45454545454545,28.78787878787879,60.60606060606061,48.48484848484848,27.27272727272727,50,22.727272727272727,50,77.27272727272727,95.45454545454544,62.121212121212125,71.21212121212122,80.3030303030303,69.6969696969697,69.6969696969697,34.84848484848485,24.24242424242424,NA,42.42424242424242,0,NA,25.75757575757576,18.181818181818183,100,NA,NA,NA
Christian Pinzon,6.98,39.21568627450981,64.70588235294117,41.17647058823529,0,86.27450980392157,95.09803921568628,84.31372549019608,78.43137254901961,74.50980392156863,50,63.725490196078425,70.58823529411765,79.41176470588235,67.64705882352942,15.68627450980392,11.76470588235294,23.52941176470588,63.725490196078425,33.33333333333333,49.01960784313725,71.56862745098039,40.19607843137255,81.37254901960785,17.647058823529413,87.25490196078431,17.647058823529413,79.41176470588235,35.294117647058826,55.88235294117647,63.725490196078425,100,NA,NA,NA
Cameron Dunbar,6.97,75.49019607843137,88.23529411764706,86.27450980392157,58.82352941176471,16.666666666666664,91.17647058823528,8.823529411764707,11.76470588235294,79.41176470588235,85.29411764705883,75.49019607843137,62.74509803921568,25.49019607843137,19.607843137254903,91.17647058823528,52.94117647058824,66.66666666666666,7.84313725490196,11.76470588235294,24.509803921568626,49.01960784313725,7.84313725490196,7.84313725490196,22.54901960784314,78.43137254901961,4.901960784313726,32.35294117647059,43.13725490196079,NA,59.80392156862745,100,NA,NA,NA
Ricardo Ruiz,6.97,0,71.21212121212122,46.96969696969697,0,90.9090909090909,75.75757575757575,100,93.93939393939394,78.78787878787878,83.33333333333334,75.75757575757575,19.696969696969695,24.24242424242424,93.93939393939394,25.75757575757576,15.151515151515152,87.87878787878788,69.6969696969697,31.818181818181817,74.24242424242425,60.60606060606061,60.60606060606061,66.66666666666666,100,90.9090909090909,59.09090909090909,62.121212121212125,48.48484848484848,12.12121212121212,15.151515151515152,100,NA,NA,NA
Ryan Williams,6.97,0,18.75,32.8125,0,67.1875,39.0625,78.90625,37.5,46.09375,71.09375,37.5,25.78125,18.75,76.5625,17.1875,48.4375,90.625,93.75,50.78125,88.28125,82.03125,36.71875,51.5625,71.875,NA,59.375,96.875,37.5,11.71875,30.46875,100,NA,NA,NA
Ousman Jabang,6.97,0,0,NA,0,75,35.294117647058826,31.61764705882353,1.4705882352941175,NA,NA,NA,NA,NA,85.29411764705883,NA,2.941176470588235,77.20588235294117,66.17647058823529,100,49.26470588235294,2.2058823529411766,61.02941176470589,8.823529411764707,NA,NA,50.73529411764706,58.82352941176471,NA,NA,0,100,NA,NA,NA
Alex Crognale,6.96,87.5,82.29166666666666,72.91666666666666,78.125,60.416666666666664,52.083333333333336,86.45833333333334,73.95833333333334,76.04166666666666,NA,NA,31.25,32.29166666666667,55.208333333333336,83.33333333333334,42.70833333333333,65.625,34.375,31.25,47.91666666666667,56.25,60.416666666666664,72.91666666666666,6.25,88.54166666666666,73.95833333333334,21.875,85.41666666666666,73.95833333333334,17.708333333333336,100,NA,93.75,17.708333333333336
Harvey St Clair,6.96,0,10.9375,NA,82.8125,16.40625,17.1875,77.34375,36.71875,71.875,77.34375,55.46875,10.9375,22.65625,35.9375,38.28125,44.53125,69.53125,84.375,32.03125,78.90625,50,78.90625,57.8125,50.78125,25,89.0625,30.46875,23.4375,12.5,56.25,100,NA,96.09375,NA
Chris Gloster,6.96,86.36363636363636,31.818181818181817,56.060606060606055,0,95.45454545454544,96.96969696969695,80.3030303030303,90.9090909090909,33.33333333333333,30.303030303030305,24.24242424242424,57.57575757575758,36.36363636363637,100,59.09090909090909,25.75757575757576,30.303030303030305,54.54545454545454,18.181818181818183,39.39393939393939,30.303030303030305,27.27272727272727,21.21212121212121,77.27272727272727,NA,60.60606060606061,80.3030303030303,56.060606060606055,75.75757575757575,1.5151515151515151,100,NA,NA,NA
Carlos Guzman,6.96,71.875,16.666666666666664,43.75,0,82.29166666666666,75,81.25,81.25,66.66666666666666,NA,NA,33.33333333333333,37.5,73.95833333333334,14.583333333333334,64.58333333333334,54.166666666666664,51.041666666666664,17.708333333333336,28.125,43.75,20.833333333333336,12.5,88.54166666666666,57.291666666666664,11.458333333333332,71.875,70.83333333333334,68.75,60.416666666666664,100,NA,NA,14.583333333333334
James Murphy,6.95,0,35.15625,50.78125,0,75,52.34375,93.75,82.03125,67.1875,87.5,88.28125,14.84375,100,67.96875,7.8125,67.96875,39.84375,50.78125,20.3125,28.125,77.34375,47.65625,56.25,56.25,32.8125,23.4375,85.15625,69.53125,32.03125,59.375,100,NA,NA,NA
Wesley Fonguck,6.95,0,17.1875,28.90625,0,78.90625,84.375,66.40625,73.4375,29.6875,NA,NA,39.0625,48.4375,57.8125,21.09375,75.78125,13.28125,57.03125,82.03125,12.5,23.4375,43.75,25.78125,74.21875,60.15625,60.9375,95.3125,76.5625,89.84375,75,100,NA,NA,NA
Frank Nodarse,6.94,0,92.70833333333334,65.625,0,56.25,68.75,25,65.625,73.95833333333334,NA,NA,97.91666666666666,78.125,66.66666666666666,87.5,28.125,86.45833333333334,55.208333333333336,43.75,88.54166666666666,65.625,58.333333333333336,27.083333333333332,53.125,92.70833333333334,23.958333333333336,88.54166666666666,89.58333333333334,15.625,54.166666666666664,8.333333333333332,NA,96.875,NA
Joe Hafferty,6.94,69.6969696969697,16.666666666666664,36.36363636363637,69.6969696969697,89.39393939393939,90.9090909090909,40.909090909090914,30.303030303030305,43.93939393939394,48.48484848484848,81.81818181818183,65.15151515151516,72.72727272727273,80.3030303030303,12.12121212121212,27.27272727272727,39.39393939393939,72.72727272727273,46.96969696969697,46.96969696969697,37.878787878787875,34.84848484848485,36.36363636363637,42.42424242424242,NA,50,77.27272727272727,83.33333333333334,31.818181818181817,65.15151515151516,100,NA,NA,10.606060606060606
Nico Gordon,6.94,0,28.125,NA,0,41.66666666666667,71.875,67.70833333333334,93.75,46.875,NA,NA,NA,NA,35.41666666666667,17.708333333333336,62.5,80.20833333333334,70.83333333333334,30.208333333333332,56.25,77.08333333333334,46.875,65.625,96.875,NA,56.25,54.166666666666664,71.875,65.625,58.333333333333336,100,NA,NA,NA
Louis Perez,6.93,91.40625,79.6875,63.28125,89.84375,31.25,35.15625,45.3125,77.34375,64.84375,64.0625,36.71875,77.34375,81.25,42.1875,58.59375,61.71875,87.5,22.65625,13.28125,84.375,89.0625,79.6875,78.125,26.5625,88.28125,75,36.71875,81.25,91.40625,17.96875,100,NA,NA,NA
Jaylin Lindsey,6.93,74.24242424242425,60.60606060606061,87.87878787878788,0,96.96969696969695,87.87878787878788,51.51515151515152,39.39393939393939,53.03030303030303,37.878787878787875,36.36363636363637,24.24242424242424,37.878787878787875,92.42424242424242,74.24242424242425,45.45454545454545,18.181818181818183,50,37.878787878787875,25.75757575757576,46.96969696969697,48.48484848484848,46.96969696969697,83.33333333333334,NA,30.303030303030305,6.0606060606060606,60.60606060606061,59.09090909090909,100,100,NA,NA,NA
Jearl Margaritha,6.92,93.1372549019608,56.86274509803921,65.68627450980392,67.64705882352942,29.411764705882355,43.13725490196079,10.784313725490197,51.9607843137255,40.19607843137255,60.78431372549019,32.35294117647059,98.0392156862745,74.50980392156863,45.09803921568628,82.35294117647058,25.49019607843137,48.03921568627451,28.431372549019606,100,60.78431372549019,75.49019607843137,10.784313725490197,45.09803921568628,79.41176470588235,39.21568627450981,16.666666666666664,3.92156862745098,34.31372549019608,87.25490196078431,23.52941176470588,100,NA,NA,NA
Sebastian Blanco,6.92,47.05882352941176,63.725490196078425,61.76470588235294,83.33333333333334,75.49019607843137,24.509803921568626,92.15686274509804,70.58823529411765,94.11764705882352,95.09803921568628,95.09803921568628,50.98039215686274,55.88235294117647,71.56862745098039,23.52941176470588,88.23529411764706,54.90196078431373,1.96078431372549,2.941176470588235,16.666666666666664,59.80392156862745,23.52941176470588,57.84313725490197,21.568627450980394,84.31372549019608,51.9607843137255,39.21568627450981,96.07843137254902,45.09803921568628,22.54901960784314,100,NA,NA,NA
Daniel Griffin,6.92,71.56862745098039,46.07843137254902,40.19607843137255,44.11764705882353,60.78431372549019,56.86274509803921,53.92156862745098,46.07843137254902,32.35294117647059,NA,NA,39.21568627450981,81.37254901960785,39.21568627450981,35.294117647058826,59.80392156862745,40.19607843137255,45.09803921568628,50,44.11764705882353,42.15686274509804,75.49019607843137,45.09803921568628,89.2156862745098,61.76470588235294,62.74509803921568,73.52941176470588,39.21568627450981,88.23529411764706,28.431372549019606,100,NA,NA,NA
Chris Allan,6.92,0,22.65625,NA,70.3125,62.5,92.96875,31.25,59.375,33.59375,32.8125,32.8125,62.5,89.84375,39.0625,33.59375,84.375,28.125,61.71875,13.28125,44.53125,91.40625,26.5625,17.96875,65.625,68.75,9.375,53.90625,NA,51.5625,78.90625,100,NA,NA,NA
Rodrigo Lopez,6.92,87.5,89.84375,88.28125,93.75,90.625,40.625,83.59375,28.90625,100,97.65625,70.3125,38.28125,100,97.65625,71.875,26.5625,86.71875,32.03125,100,61.71875,81.25,76.5625,81.25,12.5,73.4375,19.53125,24.21875,64.0625,36.71875,25.78125,100,NA,NA,NA
Neveal Hackshaw,6.91,0,27.083333333333332,NA,0,59.375,20.833333333333336,72.91666666666666,27.083333333333332,30.208333333333332,NA,NA,82.29166666666666,75,76.04166666666666,38.54166666666667,19.791666666666664,82.29166666666666,58.333333333333336,36.45833333333333,71.875,84.375,63.541666666666664,76.04166666666666,25,NA,41.66666666666667,87.5,NA,46.875,23.958333333333336,100,NA,NA,15.625
Leland Archer,6.91,0,0,NA,92.70833333333334,77.08333333333334,88.54166666666666,69.79166666666666,78.125,77.08333333333334,NA,NA,NA,NA,65.625,NA,100,88.54166666666666,12.5,64.58333333333334,36.45833333333333,86.45833333333334,36.45833333333333,82.29166666666666,78.125,NA,54.166666666666664,52.083333333333336,NA,NA,25,100,NA,NA,NA
Collin Smith,6.91,66.66666666666666,65.15151515151516,62.121212121212125,80.3030303030303,18.181818181818183,24.24242424242424,34.84848484848485,33.33333333333333,46.96969696969697,36.36363636363637,31.818181818181817,89.39393939393939,81.81818181818183,30.303030303030305,60.60606060606061,42.42424242424242,93.93939393939394,30.303030303030305,56.060606060606055,75.75757575757575,81.81818181818183,50,81.81818181818183,54.54545454545454,51.51515151515152,39.39393939393939,28.78787878787879,33.33333333333333,40.909090909090914,54.54545454545454,100,NA,NA,NA
Daniel Crisostomo,6.9,71.09375,19.53125,46.875,64.0625,81.25,88.28125,28.125,57.8125,28.90625,NA,NA,82.8125,89.0625,64.84375,18.75,31.25,3.90625,95.3125,81.25,58.59375,57.03125,55.46875,42.1875,60.9375,22.65625,45.3125,65.625,31.25,33.59375,64.84375,100,NA,NA,NA
Finn Sundstrom,6.9,76.04166666666666,21.875,48.95833333333333,84.375,14.583333333333334,34.375,18.75,60.416666666666664,21.875,NA,NA,40.625,37.5,5.208333333333334,22.916666666666664,58.333333333333336,61.458333333333336,85.41666666666666,64.58333333333334,34.375,63.541666666666664,10.416666666666668,20.833333333333336,28.125,63.541666666666664,8.333333333333332,12.5,NA,26.041666666666668,71.875,100,NA,NA,NA
Noble Okello,6.9,82.8125,39.84375,41.40625,60.9375,35.15625,20.3125,53.125,38.28125,47.65625,41.40625,49.21875,16.40625,18.75,32.03125,69.53125,77.34375,3.125,60.15625,85.15625,50,54.6875,95.3125,93.75,68.75,55.46875,72.65625,13.28125,74.21875,47.65625,15.625,100,NA,NA,NA
Justin Dhillon,6.89,96.15384615384616,67.3076923076923,80.76923076923077,67.3076923076923,30.76923076923077,40.38461538461539,NA,NA,75,NA,NA,NA,NA,34.61538461538461,80.76923076923077,82.6923076923077,26.923076923076923,NA,NA,48.07692307692308,80.76923076923077,88.46153846153845,90.3846153846154,61.53846153846154,23.076923076923077,23.076923076923077,17.307692307692307,17.307692307692307,69.23076923076923,46.15384615384615,100,94.23076923076924,NA,NA
Braudilio Rodrigues,6.89,62.74509803921568,80.3921568627451,27.450980392156865,91.17647058823528,61.76470588235294,85.29411764705883,34.31372549019608,78.43137254901961,46.07843137254902,NA,NA,86.27450980392157,89.2156862745098,49.01960784313725,77.45098039215686,62.74509803921568,90.19607843137256,4.901960784313726,11.76470588235294,65.68627450980392,74.50980392156863,33.33333333333333,20.588235294117645,66.66666666666666,85.29411764705883,60.78431372549019,43.13725490196079,16.666666666666664,83.33333333333334,51.9607843137255,100,NA,NA,NA
Manny Perez,6.88,85.9375,60.15625,67.1875,85.15625,3.90625,10.9375,2.34375,4.6875,77.34375,76.5625,50.78125,72.65625,42.1875,11.71875,92.96875,21.875,66.40625,50,84.375,82.8125,35.15625,92.1875,46.09375,50,23.4375,61.71875,18.75,49.21875,59.375,81.25,100,NA,NA,NA
Kwame Awuah,6.88,68.18181818181817,50,63.63636363636363,68.18181818181817,80.3030303030303,46.96969696969697,54.54545454545454,57.57575757575758,40.909090909090914,63.63636363636363,81.81818181818183,37.878787878787875,16.666666666666664,81.81818181818183,72.72727272727273,18.181818181818183,19.696969696969695,34.84848484848485,54.54545454545454,12.12121212121212,12.12121212121212,28.78787878787879,54.54545454545454,51.51515151515152,53.03030303030303,19.696969696969695,68.18181818181817,80.3030303030303,45.45454545454545,37.878787878787875,100,NA,NA,NA
Alejandro Mitrano,6.88,0,0,NA,83.33333333333334,3.0303030303030303,25.75757575757576,53.03030303030303,43.93939393939394,69.6969696969697,92.42424242424242,95.45454545454544,31.818181818181817,19.696969696969695,13.636363636363637,19.696969696969695,72.72727272727273,37.878787878787875,78.78787878787878,30.303030303030305,40.909090909090914,40.909090909090914,21.21212121212121,59.09090909090909,96.96969696969695,NA,75.75757575757575,83.33333333333334,92.42424242424242,19.696969696969695,34.84848484848485,100,NA,NA,NA
Aiden McFadden,6.88,67.96875,77.34375,71.875,75.78125,7.8125,6.25,27.34375,30.46875,51.5625,79.6875,61.71875,10.15625,10.15625,28.125,86.71875,82.03125,49.21875,48.4375,35.9375,67.1875,56.25,91.40625,45.3125,72.65625,78.90625,8.59375,7.03125,68.75,73.4375,46.875,100,NA,NA,NA
Jimmy Medranda,6.88,75.75757575757575,100,92.42424242424242,90.9090909090909,57.57575757575758,42.42424242424242,74.24242424242425,48.48484848484848,68.18181818181817,56.060606060606055,63.63636363636363,81.81818181818183,30.303030303030305,53.03030303030303,65.15151515151516,37.878787878787875,54.54545454545454,75.75757575757575,19.696969696969695,60.60606060606061,15.151515151515152,13.636363636363637,12.12121212121212,75.75757575757575,100,71.21212121212122,87.87878787878788,100,9.090909090909092,12.12121212121212,100,NA,NA,9.090909090909092
Johnny Rodriguez,6.87,67.3076923076923,73.07692307692307,82.6923076923077,0,50,48.07692307692308,78.84615384615384,86.53846153846155,9.615384615384617,46.15384615384615,57.692307692307686,71.15384615384616,65.38461538461539,40.38461538461539,34.61538461538461,65.38461538461539,51.92307692307693,50,40.38461538461539,57.692307692307686,94.23076923076924,59.61538461538461,92.3076923076923,25,36.53846153846153,26.923076923076923,40.38461538461539,19.230769230769234,50,55.769230769230774,100,NA,NA,NA
Roman Torres,6.87,0,26.47058823529412,33.33333333333333,94.11764705882352,91.17647058823528,51.9607843137255,94.11764705882352,63.725490196078425,85.29411764705883,80.3921568627451,78.43137254901961,38.23529411764706,24.509803921568626,98.0392156862745,4.901960784313726,90.19607843137256,94.11764705882352,97.05882352941175,60.78431372549019,95.09803921568628,97.05882352941175,82.35294117647058,95.09803921568628,97.05882352941175,25.49019607843137,65.68627450980392,47.05882352941176,18.62745098039216,16.666666666666664,5.88235294117647,100,NA,NA,NA
Shane Wiedt,6.87,0,33.33333333333333,NA,85.41666666666666,47.91666666666667,58.333333333333336,52.083333333333336,44.79166666666667,61.458333333333336,NA,NA,NA,NA,46.875,23.958333333333336,23.958333333333336,43.75,81.25,41.66666666666667,75,67.70833333333334,84.375,63.541666666666664,12.5,64.58333333333334,51.041666666666664,64.58333333333334,79.16666666666666,45.83333333333333,69.79166666666666,100,NA,NA,NA
Zico Bailey,6.86,75,50.78125,53.90625,0,78.125,92.1875,20.3125,21.875,57.8125,63.28125,73.4375,76.5625,75.78125,64.0625,44.53125,62.5,46.875,31.25,13.28125,23.4375,42.1875,NA,NA,44.53125,86.71875,34.375,23.4375,35.15625,28.90625,53.90625,100,NA,NA,NA
Patrick Leal,6.86,0,28.90625,NA,79.6875,53.90625,82.03125,57.03125,60.15625,72.65625,NA,NA,67.96875,72.65625,32.8125,31.25,33.59375,42.96875,41.40625,52.34375,24.21875,39.0625,24.21875,48.4375,60.15625,50,71.09375,10.15625,34.375,44.53125,62.5,100,NA,NA,NA
Rémi Cabral,6.86,71.15384615384616,65.38461538461539,46.15384615384615,78.84615384615384,26.923076923076923,50,NA,NA,21.153846153846153,NA,NA,30.76923076923077,90.3846153846154,11.538461538461538,32.69230769230769,98.07692307692308,28.846153846153843,17.307692307692307,100,3.8461538461538463,84.61538461538461,11.538461538461538,38.46153846153847,NA,51.92307692307693,28.846153846153843,5.769230769230769,38.46153846153847,NA,59.61538461538461,100,90.3846153846154,NA,NA
Perrin Barnes,6.86,73.4375,10.15625,32.03125,0,13.28125,26.5625,25.78125,15.625,53.125,61.71875,56.25,42.96875,37.5,34.375,52.34375,21.09375,51.5625,37.5,28.125,56.25,72.65625,82.03125,89.84375,25.78125,NA,28.125,8.59375,57.03125,71.875,79.6875,100,NA,NA,NA
Kalen Ryden,6.86,0,68.75,NA,0,95.83333333333334,92.70833333333334,45.83333333333333,80.20833333333334,NA,NA,NA,NA,NA,94.79166666666666,33.33333333333333,100,81.25,28.125,82.29166666666666,33.33333333333333,48.95833333333333,44.79166666666667,45.83333333333333,66.66666666666666,67.70833333333334,38.54166666666667,68.75,NA,54.166666666666664,45.83333333333333,5.208333333333334,NA,NA,6.25
