name,rating,Goals_percentile,Shots_percentile,Shots on target_percentile,Assists_percentile,Accurate passes_percentile,Pass accuracy_percentile,Accurate long balls_percentile,Long ball accuracy_percentile,Chances created_percentile,Successful crosses_percentile,Cross accuracy_percentile,Dribbles_percentile,Dribbles success rate_percentile,Touches_percentile,Touches in opposition box_percentile,Dispossessed_percentile,Fouls won_percentile,Tackles won_percentile,Tackles won %_percentile,Duels won_percentile,Duels won %_percentile,Aerials won_percentile,Aerials won %_percentile,Interceptions_percentile,Blocked scoring attempt_percentile,Fouls committed_percentile,Recoveries_percentile,Possession won final 3rd_percentile,Dribbled past_percentile,Yellow cards_percentile,Red cards_percentile,Penalty goals_percentile,Penalties awarded_percentile,Penalties conceded_percentile
Allen Gavilanes,6.73,0,61.76470588235294,68.62745098039215,71.56862745098039,58.82352941176471,52.94117647058824,63.725490196078425,42.15686274509804,50.98039215686274,78.43137254901961,63.725490196078425,89.2156862745098,71.56862745098039,60.78431372549019,45.09803921568628,20.588235294117645,75.49019607843137,76.47058823529412,67.64705882352942,77.45098039215686,92.15686274509804,41.17647058823529,73.52941176470588,26.47058823529412,40.19607843137255,NA,71.56862745098039,14.705882352941178,84.31372549019608,100,100,NA,94.11764705882352,NA
Ousmane Sylla,6.73,0,66.66666666666666,32.35294117647059,75.49019607843137,88.23529411764706,88.23529411764706,46.07843137254902,51.9607843137255,34.31372549019608,35.294117647058826,27.450980392156865,93.1372549019608,76.47058823529412,88.23529411764706,33.33333333333333,13.725490196078432,86.27450980392157,81.37254901960785,11.76470588235294,92.15686274509804,80.3921568627451,24.509803921568626,33.33333333333333,50.98039215686274,71.56862745098039,87.25490196078431,80.3921568627451,17.647058823529413,68.62745098039215,19.607843137254903,100,NA,NA,NA
Nick Moon,6.72,95.3125,89.84375,92.1875,87.5,28.125,39.84375,13.28125,11.71875,76.5625,54.6875,56.25,96.09375,85.9375,46.875,90.625,26.5625,39.0625,21.09375,100,74.21875,97.65625,88.28125,100,16.40625,66.40625,5.46875,88.28125,55.46875,52.34375,100,100,NA,NA,NA
Wahab Ackwei,6.72,93.75,17.708333333333336,61.458333333333336,0,38.54166666666667,87.5,20.833333333333336,59.375,34.375,NA,NA,37.5,37.5,18.75,20.833333333333336,53.125,8.333333333333332,25,14.583333333333334,0,8.333333333333332,2.083333333333333,3.125,81.25,NA,6.25,82.29166666666666,NA,25,56.25,100,NA,NA,NA
Jake Rufe,6.72,72.91666666666666,10.416666666666668,44.79166666666667,0,52.083333333333336,27.083333333333332,62.5,36.45833333333333,67.70833333333334,NA,NA,84.375,75,61.458333333333336,15.625,18.75,48.95833333333333,68.75,79.16666666666666,32.29166666666667,38.54166666666667,23.958333333333336,22.916666666666664,26.041666666666668,NA,36.45833333333333,73.95833333333334,91.66666666666666,53.125,59.375,100,NA,NA,NA
Darren Smith,6.72,84.61538461538461,46.15384615384615,75,53.84615384615385,69.23076923076923,73.07692307692307,71.15384615384616,78.84615384615384,57.692307692307686,61.53846153846154,82.6923076923077,32.69230769230769,53.84615384615385,36.53846153846153,57.692307692307686,40.38461538461539,3.8461538461538463,32.69230769230769,44.230769230769226,1.9230769230769231,1.9230769230769231,1.9230769230769231,3.8461538461538463,28.846153846153843,40.38461538461539,34.61538461538461,9.615384615384617,11.538461538461538,65.38461538461539,67.3076923076923,100,NA,NA,NA
Luis Fernandes,6.72,0,89.0625,59.375,0,11.71875,0.78125,3.90625,9.375,25.78125,30.46875,37.5,31.25,32.8125,10.9375,89.84375,41.40625,20.3125,81.25,42.96875,96.875,78.90625,98.4375,86.71875,45.3125,84.375,24.21875,19.53125,92.1875,20.3125,63.28125,100,NA,NA,NA
Aidan Rocha,6.72,0,46.09375,57.03125,74.21875,68.75,73.4375,81.25,58.59375,87.5,88.28125,81.25,13.28125,10.9375,73.4375,26.5625,89.0625,85.15625,24.21875,70.3125,48.4375,76.5625,53.90625,27.34375,22.65625,30.46875,17.1875,6.25,26.5625,89.0625,46.09375,100,NA,NA,NA
Amos Shapiro-Thompson,6.71,0,46.875,80.46875,0,84.375,78.90625,79.6875,90.625,50.78125,67.1875,73.4375,64.84375,53.125,85.9375,60.9375,39.0625,81.25,96.09375,42.96875,89.84375,61.71875,32.8125,17.96875,24.21875,31.25,82.8125,25.78125,44.53125,22.65625,21.09375,100,NA,NA,NA
Rhys Williams,6.71,0,12.745098039215684,15.68627450980392,54.90196078431373,51.9607843137255,42.15686274509804,50.98039215686274,41.17647058823529,78.43137254901961,89.2156862745098,63.725490196078425,83.33333333333334,60.78431372549019,87.25490196078431,40.19607843137255,31.37254901960784,76.47058823529412,91.17647058823528,50.98039215686274,88.23529411764706,72.54901960784314,62.74509803921568,68.62745098039215,82.35294117647058,29.411764705882355,56.86274509803921,64.70588235294117,82.35294117647058,5.88235294117647,47.05882352941176,100,NA,NA,NA
Laurence Wyke,6.71,77.08333333333334,35.41666666666667,51.041666666666664,0,71.875,62.5,95.83333333333334,88.54166666666666,90.625,90.625,82.29166666666666,52.083333333333336,31.25,71.875,66.66666666666666,100,56.25,78.125,43.75,21.875,6.25,4.166666666666666,2.083333333333333,44.79166666666667,65.625,87.5,97.91666666666666,NA,17.708333333333336,50,6.25,NA,NA,8.333333333333332
Baboucarr Njie,6.7,90.9090909090909,92.42424242424242,93.93939393939394,0,43.93939393939394,13.636363636363637,86.36363636363636,68.18181818181817,77.27272727272727,90.9090909090909,65.15151515151516,95.45454545454544,48.48484848484848,90.9090909090909,57.57575757575758,12.12121212121212,89.39393939393939,90.9090909090909,9.090909090909092,95.45454545454544,43.93939393939394,40.909090909090914,18.181818181818183,53.03030303030303,89.39393939393939,96.96969696969695,93.93939393939394,75.75757575757575,24.24242424242424,10.606060606060606,100,100,NA,6.0606060606060606
Luke Haakenson,6.7,78.43137254901961,20.588235294117645,59.80392156862745,53.92156862745098,15.68627450980392,37.25490196078432,55.88235294117647,50,56.86274509803921,63.725490196078425,61.76470588235294,28.431372549019606,60.78431372549019,5.88235294117647,25.49019607843137,77.45098039215686,65.68627450980392,10.784313725490197,2.941176470588235,36.27450980392157,39.21568627450981,47.05882352941176,53.92156862745098,19.607843137254903,28.431372549019606,93.1372549019608,11.76470588235294,30.392156862745097,58.82352941176471,100,100,NA,90.19607843137256,NA
Grant Stoneman,6.69,0,47.91666666666667,70.83333333333334,86.45833333333334,57.291666666666664,51.041666666666664,90.625,83.33333333333334,81.25,79.16666666666666,83.33333333333334,41.66666666666667,100,52.083333333333336,39.58333333333333,57.291666666666664,52.083333333333336,35.41666666666667,37.5,39.58333333333333,87.5,53.125,69.79166666666666,56.25,78.125,7.291666666666667,16.666666666666664,80.20833333333334,40.625,67.70833333333334,100,NA,NA,NA
Elvis Amoh,6.69,95.09803921568628,89.2156862745098,92.15686274509804,0,20.588235294117645,10.784313725490197,25.49019607843137,51.9607843137255,69.6078431372549,NA,NA,59.80392156862745,83.33333333333334,26.47058823529412,94.11764705882352,5.88235294117647,74.50980392156863,50,60.78431372549019,96.07843137254902,24.509803921568626,98.0392156862745,44.11764705882353,35.294117647058826,67.64705882352942,91.17647058823528,23.52941176470588,71.56862745098039,89.2156862745098,100,100,NA,NA,NA
Manuel Arteaga,6.68,46.15384615384615,90.3846153846154,55.769230769230774,0,67.3076923076923,67.3076923076923,NA,NA,42.30769230769231,53.84615384615385,48.07692307692308,23.076923076923077,23.076923076923077,65.38461538461539,65.38461538461539,46.15384615384615,50,76.92307692307693,73.07692307692307,73.07692307692307,73.07692307692307,78.84615384615384,76.92307692307693,78.84615384615384,50,55.769230769230774,46.15384615384615,61.53846153846154,34.61538461538461,17.307692307692307,100,NA,90.3846153846154,NA
Aaron Guillen,6.68,73.95833333333334,59.375,60.416666666666664,0,73.95833333333334,55.208333333333336,28.125,39.58333333333333,80.20833333333334,94.79166666666666,88.54166666666666,77.08333333333334,72.91666666666666,85.41666666666666,37.5,9.375,91.66666666666666,17.708333333333336,15.625,57.291666666666664,64.58333333333334,40.625,94.79166666666666,50,58.333333333333336,69.79166666666666,76.04166666666666,NA,39.58333333333333,57.291666666666664,100,NA,NA,12.5
Marlon Hairston,6.67,0,25.78125,NA,0,45.3125,77.34375,22.65625,69.53125,9.375,NA,NA,25,37.5,26.5625,29.6875,90.625,50,25.78125,10.15625,50.78125,66.40625,72.65625,72.65625,98.4375,28.125,62.5,39.84375,36.71875,46.875,32.8125,100,NA,NA,NA
Kieran Sargeant,6.67,0,89.39393939393939,65.15151515151516,81.81818181818183,51.51515151515152,54.54545454545454,69.6969696969697,50,80.3030303030303,54.54545454545454,54.54545454545454,43.93939393939394,31.818181818181817,33.33333333333333,93.93939393939394,46.96969696969697,36.36363636363637,18.181818181818183,71.21212121212122,4.545454545454546,10.606060606060606,10.606060606060606,10.606060606060606,39.39393939393939,87.87878787878788,18.181818181818183,24.24242424242424,57.57575757575758,50,50,100,NA,NA,12.12121212121212
Collin Martin,6.67,0,21.875,NA,0,85.15625,82.8125,61.71875,96.09375,50,38.28125,89.0625,14.0625,22.65625,71.09375,9.375,39.84375,71.09375,14.0625,57.03125,28.90625,16.40625,71.875,55.46875,63.28125,76.5625,76.5625,35.15625,94.53125,17.1875,44.53125,100,NA,NA,NA
Vuk Latinovich,6.66,90.625,81.25,86.45833333333334,0,34.375,38.54166666666667,27.083333333333332,16.666666666666664,31.25,NA,NA,NA,NA,25,32.29166666666667,100,3.125,13.541666666666666,9.375,2.083333333333333,1.0416666666666663,19.791666666666664,6.25,4.166666666666666,75,71.875,29.166666666666668,NA,80.20833333333334,13.541666666666666,100,NA,NA,NA
Mamadou Dieng,6.66,42.30769230769231,69.23076923076923,30.76923076923077,69.23076923076923,23.076923076923077,23.076923076923077,30.76923076923077,25,53.84615384615385,NA,NA,44.230769230769226,34.61538461538461,23.076923076923077,36.53846153846153,51.92307692307693,57.692307692307686,13.461538461538462,30.76923076923077,59.61538461538461,44.230769230769226,84.61538461538461,73.07692307692307,63.46153846153846,46.15384615384615,51.92307692307693,69.23076923076923,51.92307692307693,48.07692307692308,32.69230769230769,100,NA,NA,NA
Lewis Jamieson,6.66,92.15686274509804,85.29411764705883,91.17647058823528,0,35.294117647058826,58.82352941176471,NA,NA,57.84313725490197,83.33333333333334,54.90196078431373,9.803921568627452,12.745098039215684,17.647058823529413,83.33333333333334,96.07843137254902,13.725490196078432,NA,NA,0,5.88235294117647,28.431372549019606,16.666666666666664,57.84313725490197,92.15686274509804,10.784313725490197,1.96078431372549,NA,82.35294117647058,100,100,NA,96.07843137254902,NA
Benjamin Mines,6.66,0,16.666666666666664,36.27450980392157,95.09803921568628,45.09803921568628,35.294117647058826,42.15686274509804,18.62745098039216,64.70588235294117,52.94117647058824,27.450980392156865,33.33333333333333,27.450980392156865,64.70588235294117,64.70588235294117,78.43137254901961,96.07843137254902,92.15686274509804,44.11764705882353,93.1372549019608,91.17647058823528,67.64705882352942,81.37254901960785,34.31372549019608,35.294117647058826,81.37254901960785,37.25490196078432,70.58823529411765,28.431372549019606,29.411764705882355,100,NA,NA,NA
Garven-Michee Metusala,6.66,0,39.58333333333333,53.125,0,89.58333333333334,72.91666666666666,82.29166666666666,79.16666666666666,NA,NA,NA,43.75,37.5,83.33333333333334,9.375,100,31.25,20.833333333333336,61.458333333333336,26.041666666666668,45.83333333333333,51.041666666666664,45.83333333333333,19.791666666666664,NA,16.666666666666664,34.375,82.29166666666666,35.41666666666667,100,100,NA,NA,NA
Blake Bodily,6.66,81.81818181818183,90.9090909090909,90.9090909090909,0,39.39393939393939,43.93939393939394,24.24242424242424,54.54545454545454,89.39393939393939,78.78787878787878,53.03030303030303,54.54545454545454,34.84848484848485,37.878787878787875,92.42424242424242,40.909090909090914,74.24242424242425,45.45454545454545,65.15151515151516,63.63636363636363,51.51515151515152,56.060606060606055,28.78787878787879,4.545454545454546,66.66666666666666,24.24242424242424,50,50,57.57575757575758,68.18181818181817,100,NA,NA,3.0303030303030303
Tom Brewitt,6.65,0,63.541666666666664,63.541666666666664,0,64.58333333333334,95.83333333333334,32.29166666666667,89.58333333333334,52.083333333333336,NA,NA,64.58333333333334,100,40.625,51.041666666666664,100,9.375,2.083333333333333,43.75,10.416666666666668,47.91666666666667,41.66666666666667,43.75,37.5,60.416666666666664,12.5,25,NA,78.125,32.29166666666667,100,NA,NA,11.458333333333332
Raheem Sommersall,6.65,0,31.25,36.71875,0,25,14.0625,39.0625,25,10.9375,NA,NA,28.125,53.125,36.71875,14.84375,28.90625,77.34375,73.4375,34.375,82.03125,69.53125,75.78125,76.5625,85.15625,29.6875,51.5625,80.46875,25.78125,10.9375,21.875,100,NA,NA,NA
Jose Sinisterra,6.65,58.82352941176471,37.25490196078432,53.92156862745098,50.98039215686274,37.25490196078432,50,38.23529411764706,75.49019607843137,37.25490196078432,71.56862745098039,63.725490196078425,64.70588235294117,59.80392156862745,35.294117647058826,26.47058823529412,33.33333333333333,68.62745098039215,66.66666666666666,77.45098039215686,62.74509803921568,52.94117647058824,51.9607843137255,72.54901960784314,84.31372549019608,16.666666666666664,83.33333333333334,49.01960784313725,59.80392156862745,29.411764705882355,33.33333333333333,100,94.11764705882352,NA,NA
Julian Bravo,6.65,0,45.83333333333333,82.29166666666666,0,17.708333333333336,11.458333333333332,1.0416666666666663,0,NA,NA,NA,76.04166666666666,37.5,29.166666666666668,43.75,5.208333333333334,2.083333333333333,91.66666666666666,43.75,45.83333333333333,19.791666666666664,28.125,39.58333333333333,55.208333333333336,NA,66.66666666666666,30.208333333333332,NA,9.375,33.33333333333333,100,NA,NA,NA
McKinze Gaines,6.64,96.09375,92.96875,94.53125,97.65625,4.6875,78.125,NA,NA,59.375,57.8125,37.5,86.71875,21.09375,0.78125,96.875,36.71875,53.90625,12.5,77.34375,27.34375,14.0625,32.03125,30.46875,NA,93.75,26.5625,1.5625,NA,82.8125,33.59375,100,NA,NA,NA
Jojea Kwizera,6.64,0,52.34375,60.15625,65.625,44.53125,38.28125,54.6875,46.09375,73.4375,93.75,71.875,100,52.34375,78.125,88.28125,5.46875,62.5,76.5625,41.40625,85.15625,35.9375,10.15625,10.15625,9.375,50.78125,82.03125,76.5625,89.0625,68.75,61.71875,4.6875,NA,NA,NA
Benjamin Ofeimu,6.64,82.29166666666666,84.375,95.83333333333334,0,15.625,56.25,22.916666666666664,46.875,43.75,81.25,88.54166666666666,57.291666666666664,100,9.375,90.625,100,4.166666666666666,21.875,18.75,31.25,70.83333333333334,59.375,57.291666666666664,20.833333333333336,70.83333333333334,17.708333333333336,6.25,NA,51.041666666666664,65.625,100,NA,NA,NA
Marcos Serrato,6.64,0,97.91666666666666,92.70833333333334,0,9.375,7.291666666666667,42.70833333333333,53.125,93.75,87.5,78.125,89.58333333333334,61.458333333333336,8.333333333333332,80.20833333333334,13.541666666666666,NA,95.83333333333334,43.75,53.125,2.083333333333333,14.583333333333334,15.625,46.875,91.66666666666666,100,100,NA,1.0416666666666663,5.208333333333334,100,NA,NA,NA
Evan Conway,6.63,76.92307692307693,55.769230769230774,61.53846153846154,0,34.61538461538461,34.61538461538461,32.69230769230769,28.846153846153843,3.8461538461538463,NA,NA,19.230769230769234,23.076923076923077,17.307692307692307,42.30769230769231,67.3076923076923,25,40.38461538461539,23.076923076923077,38.46153846153847,65.38461538461539,57.692307692307686,53.84615384615385,57.692307692307686,69.23076923076923,19.230769230769234,67.3076923076923,25,NA,100,100,NA,NA,NA
Memo Diaz,6.63,0,40.909090909090914,72.72727272727273,0,63.63636363636363,59.09090909090909,63.63636363636363,59.09090909090909,84.84848484848484,89.39393939393939,54.54545454545454,39.39393939393939,15.151515151515152,63.63636363636363,31.818181818181817,7.575757575757576,43.93939393939394,3.0303030303030303,3.0303030303030303,22.727272727272727,13.636363636363637,33.33333333333333,68.18181818181817,34.84848484848485,NA,12.12121212121212,48.48484848484848,84.84848484848484,30.303030303030305,9.090909090909092,100,NA,NA,NA
TJ Presthus,6.63,85.41666666666666,96.875,90.625,0,25,13.541666666666666,34.375,25,26.041666666666668,NA,NA,47.91666666666667,37.5,21.875,95.83333333333334,29.166666666666668,41.66666666666667,31.25,61.458333333333336,50,29.166666666666668,69.79166666666666,28.125,30.208333333333332,90.625,15.625,35.41666666666667,93.75,29.166666666666668,100,100,NA,NA,NA
Duke Lacroix,6.63,0,62.121212121212125,45.45454545454545,0,86.36363636363636,92.42424242424242,36.36363636363637,69.6969696969697,34.84848484848485,27.27272727272727,81.81818181818183,53.03030303030303,50,54.54545454545454,24.24242424242424,30.303030303030305,34.84848484848485,77.27272727272727,21.21212121212121,65.15151515151516,68.18181818181817,59.09090909090909,51.51515151515152,93.93939393939394,65.15151515151516,31.818181818181817,31.818181818181817,63.63636363636363,48.48484848484848,100,100,NA,NA,NA
Ilijah Paul,6.62,53.84615384615385,32.69230769230769,15.384615384615383,61.53846153846154,73.07692307692307,69.23076923076923,44.230769230769226,69.23076923076923,46.15384615384615,59.61538461538461,69.23076923076923,76.92307692307693,65.38461538461539,75,86.53846153846155,5.769230769230769,82.6923076923077,82.6923076923077,78.84615384615384,86.53846153846155,42.30769230769231,69.23076923076923,55.769230769230774,75,48.07692307692308,86.53846153846155,65.38461538461539,36.53846153846153,59.61538461538461,40.38461538461539,100,84.61538461538461,NA,NA
Panagiotis Armenakas,6.62,42.15686274509804,29.411764705882355,35.294117647058826,51.9607843137255,85.29411764705883,69.6078431372549,82.35294117647058,50.98039215686274,62.74509803921568,92.15686274509804,82.35294117647058,40.19607843137255,55.88235294117647,83.33333333333334,16.666666666666664,49.01960784313725,55.88235294117647,65.68627450980392,57.84313725490197,26.47058823529412,60.78431372549019,6.862745098039216,6.862745098039216,NA,NA,34.31372549019608,59.80392156862745,80.3921568627451,47.05882352941176,100,100,NA,NA,NA
Karifa Yao,6.62,0,43.75,79.16666666666666,0,62.5,82.29166666666666,55.208333333333336,77.08333333333334,45.83333333333333,NA,NA,46.875,37.5,50,65.625,34.375,62.5,63.541666666666664,21.875,89.58333333333334,80.20833333333334,87.5,80.20833333333334,40.625,NA,82.29166666666666,14.583333333333334,NA,66.66666666666666,63.541666666666664,100,NA,NA,NA
Braxton Montgomery,6.62,0,0,NA,0,40.625,85.41666666666666,14.583333333333334,61.458333333333336,22.916666666666664,NA,NA,67.70833333333334,61.458333333333336,30.208333333333332,4.166666666666666,15.625,1.0416666666666663,83.33333333333334,72.91666666666666,1.0416666666666663,2.083333333333333,1.0416666666666663,5.208333333333334,35.41666666666667,NA,68.75,81.25,NA,8.333333333333332,100,100,NA,NA,NA
Ihsan Sacko,6.62,60.78431372549019,28.431372549019606,25.49019607843137,90.19607843137256,24.509803921568626,44.11764705882353,50,96.07843137254902,77.45098039215686,31.37254901960784,37.25490196078432,25.49019607843137,18.62745098039216,12.745098039215684,54.90196078431373,71.56862745098039,47.05882352941176,3.92156862745098,11.76470588235294,14.705882352941178,8.823529411764707,42.15686274509804,38.23529411764706,33.33333333333333,17.647058823529413,89.2156862745098,13.725490196078432,37.25490196078432,52.94117647058824,31.37254901960784,100,NA,NA,NA
Moses Nyeman,6.62,85.15625,27.34375,42.1875,0,75.78125,79.6875,74.21875,83.59375,12.5,42.96875,100,50,43.75,63.28125,34.375,53.125,82.8125,47.65625,35.9375,66.40625,65.625,41.40625,48.4375,81.25,42.1875,86.71875,45.3125,NA,83.59375,6.25,100,NA,NA,NA
Samuel Careaga,6.61,0,66.40625,56.25,0,61.71875,76.5625,58.59375,83.59375,60.9375,60.9375,73.4375,63.28125,41.40625,42.96875,51.5625,42.1875,17.96875,6.25,13.28125,2.34375,18.75,23.4375,57.8125,42.96875,59.375,11.71875,43.75,41.40625,75.78125,76.5625,100,NA,NA,NA
Xavi Gnaulati,6.6,0,70.3125,87.5,0,38.28125,50.78125,21.875,17.1875,64.0625,67.96875,45.3125,71.09375,16.40625,50.78125,65.625,32.8125,84.375,28.90625,85.9375,45.3125,11.71875,8.59375,7.03125,79.6875,87.5,50.78125,85.9375,89.84375,79.6875,28.125,100,NA,97.65625,NA
Ben Morris,6.6,70.58823529411765,43.13725490196079,55.88235294117647,55.88235294117647,70.58823529411765,64.70588235294117,79.41176470588235,78.43137254901961,43.13725490196079,76.47058823529412,86.27450980392157,53.92156862745098,46.07843137254902,62.74509803921568,36.27450980392157,18.62745098039216,20.588235294117645,22.54901960784314,84.31372549019608,12.745098039215684,7.84313725490196,46.07843137254902,35.294117647058826,73.52941176470588,52.94117647058824,40.19607843137255,72.54901960784314,49.01960784313725,39.21568627450981,100,100,NA,NA,NA
Mayele Malango,6.6,93.75,94.53125,95.3125,64.84375,0.78125,17.96875,6.25,17.1875,75.78125,73.4375,63.28125,89.84375,30.46875,2.34375,97.65625,1.5625,44.53125,30.46875,57.03125,29.6875,3.90625,9.375,8.59375,15.625,89.84375,53.90625,70.3125,97.65625,7.8125,80.46875,100,NA,NA,NA
Ronaldo Damus,6.6,80.76923076923077,63.46153846153846,50,0,7.6923076923076925,55.769230769230774,25,51.92307692307693,25,44.230769230769226,48.07692307692308,48.07692307692308,65.38461538461539,3.8461538461538463,50,26.923076923076923,38.46153846153847,11.538461538461538,57.692307692307686,9.615384615384617,11.538461538461538,32.69230769230769,17.307692307692307,36.53846153846153,55.769230769230774,25,34.61538461538461,32.69230769230769,32.69230769230769,44.230769230769226,100,82.6923076923077,NA,NA
Moses Mensah,6.59,0,34.84848484848485,43.93939393939394,0,40.909090909090914,84.84848484848484,65.15151515151516,92.42424242424242,12.12121212121212,25.75757575757576,22.727272727272727,62.121212121212125,69.6969696969697,28.78787878787879,15.151515151515152,16.666666666666664,68.18181818181817,27.27272727272727,48.48484848484848,48.48484848484848,25.75757575757576,51.51515151515152,40.909090909090914,22.727272727272727,NA,65.15151515151516,66.66666666666666,46.96969696969697,60.60606060606061,53.03030303030303,100,NA,96.96969696969695,NA
Tyler Gibson,6.59,0,12.5,NA,0,64.0625,58.59375,48.4375,33.59375,32.8125,40.625,35.15625,15.625,18.75,43.75,19.53125,78.125,11.71875,10.15625,13.28125,3.90625,10.9375,52.34375,29.6875,67.96875,37.5,35.15625,55.46875,21.09375,87.5,69.53125,100,NA,NA,NA
Aedan Stanley,6.59,0,27.27272727272727,53.03030303030303,0,37.878787878787875,45.45454545454545,84.84848484848484,74.24242424242425,27.27272727272727,71.21212121212122,42.42424242424242,25.75757575757576,24.24242424242424,36.36363636363637,40.909090909090914,80.3030303030303,62.121212121212125,42.42424242424242,81.81818181818183,34.84848484848485,65.15151515151516,54.54545454545454,57.57575757575758,60.60606060606061,72.72727272727273,54.54545454545454,27.27272727272727,86.36363636363636,65.15151515151516,100,100,NA,NA,NA
Noah Fuson,6.59,21.153846153846153,71.15384615384616,32.69230769230769,0,88.46153846153845,63.46153846153846,88.46153846153845,67.3076923076923,69.23076923076923,88.46153846153845,78.84615384615384,80.76923076923077,38.46153846153847,92.3076923076923,51.92307692307693,42.30769230769231,53.84615384615385,26.923076923076923,26.923076923076923,42.30769230769231,34.61538461538461,30.76923076923077,63.46153846153846,42.30769230769231,76.92307692307693,59.61538461538461,88.46153846153845,73.07692307692307,19.230769230769234,51.92307692307693,100,NA,NA,NA
Dominik Wanner,6.59,79.6875,69.53125,72.65625,0,19.53125,30.46875,3.125,7.8125,97.65625,86.71875,65.625,56.25,21.875,25,91.40625,37.5,23.4375,26.5625,89.84375,10.15625,3.125,46.875,20.3125,55.46875,94.53125,81.25,11.71875,27.34375,14.84375,41.40625,100,NA,NA,NA
Eliot Goldthorp,6.58,100,100,100,100,0,10.416666666666668,8.333333333333332,100,100,100,81.25,93.75,37.5,13.541666666666666,100,0,95.83333333333334,80.20833333333334,15.625,95.83333333333334,7.291666666666667,30.208333333333332,26.041666666666668,91.66666666666666,97.91666666666666,96.875,46.875,97.91666666666666,3.125,100,100,NA,NA,NA
Emilio Ycaza,6.58,48.03921568627451,35.294117647058826,48.03921568627451,0,87.25490196078431,86.27450980392157,76.47058823529412,94.11764705882352,55.88235294117647,47.05882352941176,92.15686274509804,41.17647058823529,27.450980392156865,79.41176470588235,39.21568627450981,23.52941176470588,89.2156862745098,72.54901960784314,65.68627450980392,73.52941176470588,44.11764705882353,68.62745098039215,52.94117647058824,61.76470588235294,74.50980392156863,88.23529411764706,92.15686274509804,84.31372549019608,44.11764705882353,8.823529411764707,100,NA,NA,0.9803921568627452
Lucio Berron,6.58,0,63.28125,37.5,0,14.0625,12.5,10.15625,2.34375,41.40625,39.0625,56.25,40.625,53.125,10.15625,53.125,73.4375,54.6875,92.96875,48.4375,91.40625,48.4375,86.71875,57.8125,96.09375,78.125,95.3125,3.125,46.875,34.375,3.125,100,NA,NA,1.5625
Bryce Jamison,6.58,0,86.27450980392157,42.15686274509804,0,6.862745098039216,6.862745098039216,NA,NA,59.80392156862745,39.21568627450981,43.13725490196079,91.17647058823528,72.54901960784314,22.54901960784314,98.0392156862745,63.725490196078425,14.705882352941178,90.19607843137256,34.31372549019608,85.29411764705883,81.37254901960785,79.41176470588235,79.41176470588235,76.47058823529412,97.05882352941175,36.27450980392157,81.37254901960785,50.98039215686274,63.725490196078425,42.15686274509804,100,NA,NA,NA
Peter Wilson,6.57,38.46153846153847,40.38461538461539,63.46153846153846,76.92307692307693,36.53846153846153,75,26.923076923076923,32.69230769230769,40.38461538461539,NA,NA,51.92307692307693,59.61538461538461,21.153846153846153,55.769230769230774,19.230769230769234,55.769230769230774,15.384615384615383,23.076923076923077,46.15384615384615,13.461538461538462,63.46153846153846,26.923076923076923,51.92307692307693,59.61538461538461,80.76923076923077,71.15384615384616,63.46153846153846,51.92307692307693,100,100,NA,86.53846153846155,NA
Zachary Ryan,6.57,51.92307692307693,19.230769230769234,48.07692307692308,90.3846153846154,71.15384615384616,94.23076923076924,80.76923076923077,100,71.15384615384616,71.15384615384616,92.3076923076923,57.692307692307686,59.61538461538461,38.46153846153847,48.07692307692308,15.384615384615383,40.38461538461539,21.153846153846153,30.76923076923077,21.153846153846153,55.769230769230774,25,42.30769230769231,32.69230769230769,57.692307692307686,5.769230769230769,26.923076923076923,75,80.76923076923077,26.923076923076923,3.8461538461538463,NA,NA,NA
Sergio Rivas,6.57,0,22.54901960784314,47.05882352941176,0,98.0392156862745,80.3921568627451,58.82352941176471,72.54901960784314,82.35294117647058,45.09803921568628,100,11.76470588235294,60.78431372549019,96.07843137254902,6.862745098039216,76.47058823529412,49.01960784313725,50.98039215686274,34.31372549019608,22.54901960784314,45.09803921568628,29.411764705882355,81.37254901960785,30.392156862745097,NA,72.54901960784314,96.07843137254902,54.90196078431373,6.862745098039216,39.21568627450981,100,NA,NA,NA
Kalil ElMedkhar,6.57,86.27450980392157,50.98039215686274,69.6078431372549,72.54901960784314,22.54901960784314,11.76470588235294,13.725490196078432,22.54901960784314,16.666666666666664,NA,NA,73.52941176470588,46.07843137254902,18.62745098039216,86.27450980392157,42.15686274509804,16.666666666666664,51.9607843137255,2.941176470588235,68.62745098039215,51.9607843137255,71.56862745098039,37.25490196078432,80.3921568627451,41.17647058823529,7.84313725490196,33.33333333333333,61.76470588235294,35.294117647058826,100,100,NA,NA,NA
Blake Willey,6.57,0,42.1875,33.59375,72.65625,35.9375,54.6875,9.375,95.3125,66.40625,50,89.0625,50.78125,71.09375,16.40625,82.03125,78.90625,7.8125,74.21875,54.6875,26.5625,34.375,51.5625,30.46875,40.625,72.65625,62.5,51.5625,96.09375,39.0625,48.4375,100,NA,NA,NA
Santiago Suarez,6.57,0,68.18181818181817,71.21212121212122,0,77.27272727272727,77.27272727272727,89.39393939393939,77.27272727272727,NA,NA,NA,12.12121212121212,50,46.96969696969697,43.93939393939394,81.81818181818183,31.818181818181817,48.48484848484848,24.24242424242424,86.36363636363636,96.96969696969695,96.96969696969695,86.36363636363636,45.45454545454545,NA,45.45454545454545,15.151515151515152,NA,81.81818181818183,22.727272727272727,100,NA,NA,NA
